bugID,sd,cl,pd,co,rp,os,bs,rs,pr,bsr,clean_description,processed_text
547879,Folding update does not work correctly,Technology,lsp4e,General,PC,Mac OS X,UNCONFIRMED,,P3,normal,folding update does not work correctly,fold update work correctly
547880,Make m2e able to produce/consume pre-built JDT indexes for artifacts,Eclipse Foundation,z_Archived,m2e,All,All,NEW,,P3,enhancement,make m2e able to produceconsume prebuilt jdt indexes for artifacts,make able produceconsume prebuilt jdt index artifact
547881,Allow targets to specify ATTR_REMOTE_TCP,Tools,CDT,cdt-debug-dsf-gdb,PC,Linux,RESOLVED,FIXED,P3,normal,allow targets to specify attrremotetcp,allow target specify attrremotetcp
547882,Add category to throttle builds against for CDT,Eclipse Foundation,Community,CI-Jenkins,PC,Linux,CLOSED,FIXED,P3,normal,add category to throttle builds against for cdt,add category throttle build cdt
547883,Add Leif Geiger as committer for simrel,Eclipse Foundation,Community,Cross-Project,PC,Windows 10,CLOSED,FIXED,P3,normal,add leif geiger as committer for simrel,add leif geig committer simrel
547885,[DTL]Testing of Lua Code Generator,IoT,4DIAC,FORTE,PC,Windows 10,UNCONFIRMED,,P3,normal,dtltesting of lua code generator,dtlteste lua code generator
547886,[DTL] Testing simple functionality,IoT,4DIAC,FORTE,PC,Windows 10,CLOSED,FIXED,P3,normal,dtl testing simple functionality,dtl test simple functionality
547887,[DTL]Testing advanced functionality,IoT,4DIAC,FORTE,PC,Windows 10,CLOSED,FIXED,P3,normal,dtltesting advanced functionality,dtlteste advanced functionality
547888,Deploying basic FBs through the dynamic type loader leads to error when starting from development branch,IoT,4DIAC,FORTE,PC,Windows 10,CLOSED,FIXED,P3,normal,deploying basic fbs through the dynamic type loader leads to error when starting from development branch,deploy basic fbs dynamic type loader lead error start development branch
547889,Create eclipse/codewind-docs repository,Eclipse Foundation,Community,GitHub,PC,Mac OS X,CLOSED,FIXED,P3,normal,create eclipsecodewinddocs repository,create eclipsecodewinddoc repository
547890,Publish Eclipse 4.12 to maven central,Eclipse Project,Platform,Releng,PC,Windows 7,RESOLVED,FIXED,P3,normal,publish eclipse 412 to maven central,publish eclipse maven central
547891,[13] flag error for unqualified yield method invocations and yield type,Eclipse Project,JDT,Core,PC,Windows 7,RESOLVED,FIXED,P3,normal,13 flag error for unqualified yield method invocations and yield type,flag error unqualified yield method invocation yield type
547892,[13] Codegen for YieldStatement,Eclipse Project,JDT,Core,PC,Windows 7,VERIFIED,FIXED,P3,normal,13 codegen for yieldstatement,codegen yieldstatement
547893,Unexpected output on opening Help,Eclipse Project,Platform,User Assistance,All,All,CLOSED,WONTFIX,P3,minor,unexpected output on opening help,unexpected output opening help
547894,NoSuchMethodError when importing Existing Code as Makefile Project,Tools,CDT,cdt-build-managed,PC,Linux,VERIFIED,FIXED,P3,blocker,nosuchmethoderror when importing existing code as makefile project,nosuchmethoderror import exist code makefile project
547895,NPE WorkbenchApplicationConfiguration#getOSGiProperty,RT,RAP,Workbench,PC,Windows 7,RESOLVED,FIXED,P3,normal,npe workbenchapplicationconfigurationgetosgiproperty,npe workbenchapplicationconfigurationgetosgiproperty
547896,P2 Bundle Rap E4 Demo contains no classes,RT,RAP,Demo,PC,Windows 7,RESOLVED,FIXED,P3,normal,p2 bundle rap e4 demo contains no classes,bundle rap demo contain class
547897,Investigate column widths for N&N documentation,Eclipse Project,Platform,Doc,All,All,RESOLVED,FIXED,P3,enhancement,investigate column widths for nn documentation,investigate column width nn documentation
547898,Open declaration does not work for imports which import a complete namespace,Modeling,eTrice,UserInterface,PC,Windows 10,CLOSED,DUPLICATE,P3,normal,open declaration does not work for imports which import a complete namespace,open declaration work import import complete namespace
547900,[13] dom support for JEP 354 Switch Expression,Eclipse Project,JDT,Core,PC,Windows 7,RESOLVED,FIXED,P3,normal,13 dom support for jep 354 switch expression,dom support jep switch expression
547901,Prep work for 4.13 and open master for development,Eclipse Project,Platform,Releng,PC,All,RESOLVED,FIXED,P3,enhancement,prep work for 413 and open master for development,prep work open master development
547902,Create parent pom and target sdk deployment jobs for 4.13,Eclipse Project,Platform,Releng,PC,All,RESOLVED,FIXED,P3,enhancement,create parent pom and target sdk deployment jobs for 413,create parent pom target sdk deployment job
547903,Create new test jobs for 4.13,Eclipse Project,Platform,Releng,PC,All,RESOLVED,FIXED,P3,enhancement,create new test jobs for 413,create new test job
547904,Configure SWT build scripts for 4.13,Eclipse Project,Platform,SWT,PC,All,RESOLVED,FIXED,P3,enhancement,configure swt build scripts for 413,configure swt build script
547905,Need a new temporary splash screen for 4.13,Eclipse Project,Platform,Releng,PC,All,RESOLVED,FIXED,P3,enhancement,need a new temporary splash screen for 413,need new temporary splash screen
547906,Create 4.13-I-builds repo,Eclipse Project,Platform,Releng,PC,All,RESOLVED,FIXED,P3,enhancement,create 413ibuilds repo,create repo
547907,POM and product version change for 4.13 release,Eclipse Project,Platform,Releng,PC,All,RESOLVED,FIXED,P3,enhancement,pom and product version change for 413 release,pom product version change release
547908,Update Comparator repo and eclipse run repo to 4.13-I-builds repo,Eclipse Project,Platform,Releng,PC,All,RESOLVED,FIXED,P3,enhancement,update comparator repo and eclipse run repo to 413ibuilds repo,update comparator repo eclipse run repo repo
547910,CoreException: No property tester contributes a property org.eclipse.linuxtools.systemtap.ui.ide.handlers.hasDefinition to type class org.eclipse.core.internal.resources.Project,Tools,Linux Tools,Systemtap,PC,Linux,RESOLVED,FIXED,P3,normal,coreexception no property tester contributes a property orgeclipselinuxtoolssystemtapuiidehandlershasdefinition to type class orgeclipsecoreinternalresourcesproject,coreexception property tester contribute property orgeclipselinuxtoolssystemtapuiidehandlershasdefinition type class orgeclipsecoreinternalresourcesproject
547911,[Designer] Facilitate the use of template bindings,Modeling,Papyrus,Designer,All,All,NEW,,P3,enhancement,designer facilitate the use of template bindings,designer facilitate use template binding
547912,[DTL] Testing ECCS and corner cases,IoT,4DIAC,FORTE,PC,Windows 10,CLOSED,FIXED,P3,normal,dtl testing eccs and corner cases,dtl testing eccs corner case
547913,[Designer] Fix references in component library,Modeling,Papyrus,Designer,All,All,NEW,,P3,normal,designer fix references in component library,designer fix reference component library
547914,[UnitTest] xml reports do contain an additional root node,Technology,Ease,Engines,All,All,CLOSED,FIXED,P3,normal,unittest xml reports do contain an additional root node,unitt xml report contain additional root node
547916,New Launch Configuration Wizard Dialog too big,Tools,CDT,launchbar,PC,Linux,RESOLVED,FIXED,P3,normal,new launch configuration wizard dialog too big,new launch configuration wizard dialog big
547917,Create eclipse/codewind repository,Eclipse Foundation,Community,GitHub,All,All,CLOSED,FIXED,P3,blocker,create eclipsecodewind repository,create eclipsecodewind repository
547918,Show configuration type in config edit dialog,Tools,CDT,launchbar,PC,Linux,RESOLVED,FIXED,P3,normal,show configuration type in config edit dialog,show configuration type config edit dialog
547919,[IoTML] WoT TD generator,Modeling,Papyrus,IoTML,All,All,RESOLVED,FIXED,P3,normal,iotml wot td generator,iotml wot td generator
547920,Update product version number to 4.13 across build scripts,Eclipse Project,Platform,Releng,PC,All,RESOLVED,FIXED,P3,enhancement,update product version number to 413 across build scripts,update product version number across build script
547921,Hide 4.13 builds from the download page,Eclipse Project,Platform,Releng,PC,All,RESOLVED,FIXED,P3,enhancement,hide 413 builds from the download page,hide build download page
547922,Move previous version to 4.12 RC2 across build scripts,Eclipse Project,Platform,Releng,PC,All,RESOLVED,FIXED,P3,enhancement,move previous version to 412 rc2 across build scripts,move previous version across build script
547923,Show 4.13 builds on download page,Eclipse Project,Platform,Releng,PC,All,RESOLVED,FIXED,P3,enhancement,show 413 builds on download page,show build download page
547924,Update version number in mac's Eclipse.app for 4.13,Eclipse Project,Platform,Releng,PC,Windows 7,RESOLVED,FIXED,P3,normal,update version number in macs eclipseapp for 413,update version number mac eclipseapp
547925,Move to release version of 4.12 in build scripts,Eclipse Project,Platform,Releng,PC,All,RESOLVED,FIXED,P3,enhancement,move to release version of 412 in build scripts,move release version build script
547926,Create generic repos I-builds and milestones to point to 4.13 repos,Eclipse Project,Platform,Releng,PC,All,RESOLVED,FIXED,P3,enhancement,create generic repos ibuilds and milestones to point to 413 repos,create generic repos ibuild milestones point repos
547927,Version bumps for 4.13 stream,Eclipse Project,Platform,Releng,PC,All,CLOSED,DUPLICATE,P3,enhancement,version bumps for 413 stream,version bump stream
547928,Version bumps for 4.13 stream,Eclipse Project,Platform,Releng,PC,All,RESOLVED,FIXED,P3,enhancement,version bumps for 413 stream,version bump stream
547929,ConcurrentModificationException below ContainerGCCToolChainProvider$2.run (thrown in ArrayList$Itr.checkForComodification),Tools,Linux Tools,Docker,All,All,RESOLVED,FIXED,P3,normal,concurrentmodificationexception below containergcctoolchainprovider2run thrown in arraylistitrcheckforcomodification,concurrentmodificationexception throw arraylistitrcheckforcomodification
547930,a flag on extension to declare a language server is a singleton,Technology,lsp4e,IDE,All,All,RESOLVED,FIXED,P3,enhancement,a flag on extension to declare a language server is a singleton,flag extension declare language server singleton
547931,Linux Tools Gerrit Job No Longer Triggering On Changes,Eclipse Foundation,Community,CI-Jenkins,PC,Linux,CLOSED,DUPLICATE,P3,normal,linux tools gerrit job no longer triggering on changes,linux tool gerrit job long trigger change
547932,Discontinue http mirrors,Eclipse Foundation,Community,Website,PC,Mac OS X,RESOLVED,FIXED,P3,normal,discontinue http mirrors,discontinue http mirror
547933,[GTK] Browser widget not sized properly,Eclipse Project,Platform,SWT,PC,Linux,VERIFIED,FIXED,P3,minor,gtk browser widget not sized properly,gtk browser widget size properly
547934,[Snippets] Add SnippetExplorer to filter and launch SWT Snippets,Eclipse Project,Platform,SWT,All,All,VERIFIED,FIXED,P3,enhancement,snippets add snippetexplorer to filter and launch swt snippets,snippet add snippetexplorer filter launch swt snippet
547935,[Snippets] Add preview image for SWT Snippets,Eclipse Project,Platform,SWT,All,All,VERIFIED,FIXED,P3,enhancement,snippets add preview image for swt snippets,snippet add preview image swt snippet
547936,[Snippets] Every Snippet should set a window title,Eclipse Project,Platform,SWT,All,All,VERIFIED,FIXED,P3,enhancement,snippets every snippet should set a window title,snippet every snippet set window title
547937,[Snippets] Update OpenGL Snippets for current library version,Eclipse Project,Platform,SWT,All,All,VERIFIED,FIXED,P3,normal,snippets update opengl snippets for current library version,snippet update opengl snippet current library version
547938,[Snippets] Some improvements for SWT Snippets,Eclipse Project,Platform,SWT,All,All,RESOLVED,FIXED,P3,normal,snippets some improvements for swt snippets,snippet improvement swt snippet
547940,Enable Travis CI for eclipse/packager,Eclipse Foundation,Community,Outside Services,PC,Linux,CLOSED,FIXED,P3,normal,enable travis ci for eclipsepackager,enable travis ci eclipsepackager
547941,Workspace image path attribute should be evaluated as an expression,Modeling,Sirius,Diagram,All,All,NEW,,P3,enhancement,workspace image path attribute should be evaluated as an expression,workspace image path attribute evaluate expression
547942,Move Deeplearning4j repository under Eclipse organization,Eclipse Foundation,Community,GitHub,All,All,CLOSED,FIXED,P3,normal,move deeplearning4j repository under eclipse organization,move repository eclipse organization
547943,[language] Make Extent more generally useable,Modeling,QVTd,Core,PC,Windows 10,NEW,,P3,normal,language make extent more generally useable,language make extent generally useable
547944,"[Moka] Fuml, PSSM and PSCS normative constraint should be implemented",Modeling,Papyrus,Moka,PC,Linux,CLOSED,FIXED,P3,normal,moka fuml pssm and pscs normative constraint should be implemented,moka fuml pssm pscs normative constraint implement
547945,[Diagram] The code org.eclipse.papyrus.infra.gmfdiag.common.figure.edge.PapyrusEdgeFigure.drawCommonbendpoints(Graphics) must be moved in the EditPart,Modeling,Papyrus,Diagram,PC,Windows 7,NEW,,P3,normal,diagram the code orgeclipsepapyrusinfragmfdiagcommonfigureedgepapyrusedgefiguredrawcommonbendpointsgraphics must be moved in the editpart,diagram code orgeclipsepapyrusinfragmfdiagcommonfigureedgepapyrusedgefiguredrawcommonbendpointsgraphics must move editpart
547946,Update emf pattern for 2019-06,Modeling,EMF.EGF,Core,PC,Windows 7,NEW,,P3,normal,update emf pattern for 201906,update emf pattern
547948,Broken http://download.eclipse.org/usssdk/updates/latest,Technology,USSSDK,General,PC,Windows 7,RESOLVED,FIXED,P3,blocker,broken httpdownloadeclipseorgusssdkupdateslatest,break httpdownloadeclipseorgusssdkupdateslat
547950,[Diagram][Export All Diagram] Common Bendpoint calculus fails during the export as image,Modeling,Papyrus,Diagram,PC,Windows 7,CLOSED,FIXED,P3,major,diagramexport all diagram common bendpoint calculus fails during the export as image,diagramexport diagram common bendpoint calculus fail export image
547951,Contribute the experimental Sprotty-based diagram server code,Modeling,Sirius,Server,All,All,CLOSED,FIXED,P3,enhancement,contribute the experimental sprottybased diagram server code,contribute experimental sprottybase diagram server code
547952,[CLA ]Contributor License Agreement (CLA) check,Eclipse Foundation,Community,Gerrit,PC,Windows 8,RESOLVED,FIXED,P3,major,cla contributor license agreement cla check,cla contributor license agreement cla check
547954,[TMF] Tooltip size incorrect due to SWT bug,Tools,Tracecompass,TMF,PC,Linux,RESOLVED,FIXED,P3,normal,tmf tooltip size incorrect due to swt bug,tmf tooltip size incorrect due swt bug
547955,JIPP for swtchart,Eclipse Foundation,Community,CI-Jenkins,PC,Linux,CLOSED,FIXED,P3,normal,jipp for swtchart,jipp swtchart
547956,Use BOM for gradle build,Modeling,eTrice,RelEng,PC,Windows 10,RESOLVED,FIXED,P3,normal,use bom for gradle build,use bom gradle build
547957,Update parking and entrance information on eclipse.org,Eclipse Foundation,Community,Website,PC,Mac OS X,RESOLVED,FIXED,P3,normal,update parking and entrance information on eclipseorg,update parking entrance information eclipseorg
547958,Historical/inactive committer should be shown as *was* not *is* committer,Eclipse Foundation,Community,Project Management & Portal,All,All,NEW,,P3,normal,historicalinactive committer should be shown as was not is committer,historicalinactive committer show committer
547959,content assist causes error for deprecation method completion,Eclipse Project,JDT,Core,PC,Windows 10,NEW,,P3,normal,content assist causes error for deprecation method completion,content assist cause error deprecation method completion
547960,NPE when using Tomcat 9 in latest 2019-06 M3 epp smoketest,WebTools,WTP ServerTools,jst.server,PC,Mac OS X,NEW,,P3,normal,npe when using tomcat 9 in latest 201906 m3 epp smoketest,npe use tomcat late epp smoket
547961,Create a Hello World application,Eclipse Project,Platform,Doc,All,Linux,RESOLVED,WORKSFORME,P3,normal,create a hello world application,create hello world application
547962,Creating change from the Gerrit UI is blocked by Signed-Off-By,Eclipse Foundation,Community,Gerrit,PC,Linux,CLOSED,INVALID,P3,major,creating change from the gerrit ui is blocked by signedoffby,create change gerrit ui block signedoffby
547963,[Freeze] Add option to include cell on FreezePositionCommand,Technology,NatTable,Core,PC,Windows 10,CLOSED,FIXED,P3,enhancement,freeze add option to include cell on freezepositioncommand,freeze add option include cell freezepositioncommand
547964,"tmf: Trace Compass 5.0 RC1 misses patch ""Rename TmfXYAxis to TmfXYAxisDescription""",Tools,Tracecompass,TMF,PC,Linux,RESOLVED,FIXED,P3,normal,tmf trace compass 50 rc1 misses patch rename tmfxyaxis to tmfxyaxisdescription,tmf trace compass miss patch rename tmfxyaxis tmfxyaxisdescription
547965,"Message: ""the method toarray() is undefined for the type collection__"". in debug",Eclipse Project,Platform,Debug,PC,Windows 10,CLOSED,DUPLICATE,P3,critical,message the method toarray is undefined for the type collection in debug,message method toarray undefined type collection debug
547967,MSVC Build Output parser,Tools,CDT,cdt-build-managed,PC,Windows All,RESOLVED,FIXED,P3,enhancement,msvc build output parser,msvc build output parser
547968,Declare 4.12 RC2,Eclipse Project,Platform,Releng,PC,Windows 7,RESOLVED,FIXED,P3,normal,declare 412 rc2,declare
547969,Scala ide can't set breakpoints for the debugger.,Eclipse Project,JDT,Debug,PC,Windows 10,CLOSED,NOT_ECLIPSE,P3,normal,scala ide cant set breakpoints for the debugger,scala ide can not set breakpoint debugger
547970,[Auto Value] Outer and Inner class creation fails,Eclipse Project,JDT,APT,PC,Windows 10,NEW,,P3,normal,auto value outer and inner class creation fails,auto value outer inner class creation fail
547971,WindowBuilder : Can't open the design page of a class,Eclipse Foundation,z_Archived,WindowBuilder,PC,Windows 7,CLOSED,INVALID,P3,normal,windowbuilder cant open the design page of a class,windowbuilder can not open design page class
547973,Implement TIME_IN_[S/MS/US/NS]_TO_LREAL,IoT,4DIAC,FORTE,All,All,CLOSED,FIXED,P3,normal,implement timeinsmsusnstolreal,implement timeinsmsusnstolreal
547974,Implement TIME_IN_[S/MS/US/NS]_TO_LINT,IoT,4DIAC,FORTE,All,All,CLOSED,FIXED,P3,normal,implement timeinsmsusnstolint,implement timeinsmsusnstolint
547975,Implement TIME_IN_[S/MS/US/NS]_TO_ULINT,IoT,4DIAC,FORTE,All,All,CLOSED,FIXED,P3,normal,implement timeinsmsusnstoulint,implement timeinsmsusnstoulint
547977,Add FB representation for Implement TIME_IN_[S/MS/US/NS]_TO_ULINT,IoT,4DIAC,FORTE,All,All,CLOSED,FIXED,P3,normal,add fb representation for implement timeinsmsusnstoulint,add fb representation implement timeinsmsusnstoulint
547978,Add FB representation for Implement TIME_IN_[S/MS/US/NS]_TO_LINT,IoT,4DIAC,FORTE,All,All,CLOSED,FIXED,P3,normal,add fb representation for implement timeinsmsusnstolint,add fb representation implement timeinsmsusnstolint
547979,Add NOW function for getting current time,IoT,4DIAC,FORTE,All,All,CLOSED,FIXED,P3,normal,add now function for getting current time,add function get current time
547984,[Platform] getSystemProperty() should also query env variables,Technology,Ease,Modules,All,All,CLOSED,FIXED,P3,normal,platform getsystemproperty should also query env variables,platform getsystemproperty also query env variable
547985,Maven 3.6.1 is not compatible with Tycho P2,Eclipse Foundation,Community,CI-Jenkins,PC,Linux,CLOSED,WORKSFORME,P3,normal,maven 361 is not compatible with tycho p2,maven compatible tycho
547986,[GTK3] Table editor at first row not painted,Eclipse Project,Platform,SWT,PC,Linux,RESOLVED,FIXED,P3,normal,gtk3 table editor at first row not painted,table editor first row paint
547987,[ELK] algorithm selection is not applied to containers,Modeling,Sirius,Diagram,PC,Windows 10,UNCONFIRMED,,P3,normal,elk algorithm selection is not applied to containers,elk algorithm selection apply container
547988,No partVisible event for minimized part on perspective switch,Eclipse Project,Platform,UI,PC,Windows 10,CLOSED,WONTFIX,P3,normal,no partvisible event for minimized part on perspective switch,partvisible event minimize part perspective switch
547989,[Win32] Owner-drawn table ignores set background color for sorting column,Eclipse Project,Platform,SWT,PC,Windows 10,ASSIGNED,,P3,normal,win32 ownerdrawn table ignores set background color for sorting column,ownerdrawn table ignore set background color sort column
547990,objectsOfKind neglects to resolveAll,Modeling,QVTo,Engine,PC,Windows 10,NEW,,P3,normal,objectsofkind neglects to resolveall,objectsofkind neglects resolveall
547991,[test] LeakTestsBefore9.testLeaksOnCleanBuild failing intermittently,Eclipse Project,JDT,Core,PC,Windows 7,NEW,,P3,normal,test leaktestsbefore9testleaksoncleanbuild failing intermittently,test fail intermittently
547992,Nightly builds update site with 0.7.0 builds no longer available,Technology,Ease,Website,All,All,CLOSED,FIXED,P3,major,nightly builds update site with 070 builds no longer available,nightly build update site build long available
547993,[runtime] Fully load all models once,Modeling,QVTd,Core,PC,Windows 10,RESOLVED,FIXED,P3,normal,runtime fully load all models once,runtime fully load model
547994,[ELK] Ability to choose algorithm for each container type,Modeling,Sirius,Diagram,PC,Windows 10,NEW,,P3,normal,elk ability to choose algorithm for each container type,elk ability choose algorithm container type
547995,NumberFormatException when using project specific settings,Eclipse Project,JDT,Core,PC,Windows 10,VERIFIED,INVALID,P3,critical,numberformatexception when using project specific settings,numberformatexception use project specific setting
547996,[release] tools.tracecompass 5.0.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,RESOLVED,FIXED,P3,normal,release toolstracecompass 500,release toolstracecompass
547997,EModelService findElement methods do not find shared elements of MWindow,Eclipse Project,Platform,UI,PC,All,RESOLVED,FIXED,P3,major,emodelservice findelement methods do not find shared elements of mwindow,emodelservice findelement method find share element mwindow
547998,[GTK3] Bottom scrollbar arrow does nothing on click,Eclipse Project,Platform,SWT,PC,Linux,CLOSED,WONTFIX,P3,normal,gtk3 bottom scrollbar arrow does nothing on click,bottom scrollbar arrow nothing click
547999,I cant' install eclpse,Eclipse Project,Platform,User Assistance,PC,Windows 7,CLOSED,WONTFIX,P3,normal,i cant install eclpse,can not install eclpse
548000,[release] technology.swtbot 2.8.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,RESOLVED,FIXED,P3,normal,release technologyswtbot 280,release technologyswtbot
548001,[release] webtools 3.14.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,RESOLVED,FIXED,P3,normal,release webtools 3140,release webtool
548002,For each conversion doesn't work for collections,Eclipse Project,JDT,UI,PC,Linux,VERIFIED,FIXED,P3,normal,for each conversion doesnt work for collections,conversion do not work collection
548003,Content assist inside of specific lambdas results in NullPointerException,Eclipse Project,JDT,Core,All,All,NEW,,P3,normal,content assist inside of specific lambdas results in nullpointerexception,content assist inside specific lambda result nullpointerexception
548004,Show/hide mode: node labels moves when made hidden or visible,Modeling,Sirius,Diagram,PC,Windows 10,NEW,,P3,normal,showhide mode node labels moves when made hidden or visible,showhide mode node labels move make hidden visible
548006,Add support to reset reordering,Technology,NatTable,Core,PC,Windows 10,CLOSED,FIXED,P3,enhancement,add support to reset reordering,add support reset reordering
548007,[release] tools.cdt 9.8.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,RESOLVED,FIXED,P3,normal,release toolscdt 980,release toolscdt
548008,Platform Help should use SVGs instead of pixel graphics,Eclipse Project,Platform,Doc,All,All,VERIFIED,FIXED,P3,normal,platform help should use svgs instead of pixel graphics,platform help use svg instead pixel graphic
548009,Create eclipse/codewind-che-plugin repository,Eclipse Foundation,Community,GitHub,PC,Mac OS X,CLOSED,FIXED,P3,normal,create eclipsecodewindcheplugin repository,create eclipsecodewindcheplugin repository
548010,Qt projects don't work out of the box,Tools,CDT,cdt-qt,PC,Linux,RESOLVED,FIXED,P3,normal,qt projects dont work out of the box,qt project do not work box
548011,[release] tools.linuxtools 7.3.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,RESOLVED,FIXED,P3,normal,release toolslinuxtools 730,release toolslinuxtool
548012,[release] polarsys.polarsys.opencert 1.0.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,CLOSED,WONTFIX,P3,normal,release polarsyspolarsysopencert 100,release polarsyspolarsysopencert
548016,Remove function TIME(),IoT,4DIAC,FORTE,PC,Linux,CLOSED,FIXED,P3,normal,remove function time,remove function time
548017,Reduce contention in BundleLoaderSources.getPackageSource(),Eclipse Project,Equinox,Framework,PC,Mac OS X,RESOLVED,FIXED,P3,normal,reduce contention in bundleloadersourcesgetpackagesource,reduce contention bundleloadersourcesgetpackagesource
548018,Container launch targets may disappear after removing then restoring connection,Tools,CDT,cdt-build,PC,Linux,RESOLVED,FIXED,P3,normal,container launch targets may disappear after removing then restoring connection,container launch target may disappear remove restore connection
548019,Move I-builds to R4_12_maintenance branch,Eclipse Project,Platform,Releng,PC,Windows 7,RESOLVED,FIXED,P3,normal,move ibuilds to r412maintenance branch,move ibuild branch
548020,Create R4_12_maintenance branch from 4.12RC2,Eclipse Project,Platform,Releng,PC,Windows 7,RESOLVED,FIXED,P3,normal,create r412maintenance branch from 412rc2,create branch
548021,Update parent pom and target SDK deployments jobs to use R4_12_maintenance,Eclipse Project,Platform,Releng,PC,Windows 7,RESOLVED,FIXED,P3,normal,update parent pom and target sdk deployments jobs to use r412maintenance,update parent pom target sdk deployment job use
548023,Remove FBTest and util.com,IoT,4DIAC,4DIAC-IDE,PC,Linux,CLOSED,FIXED,P3,normal,remove fbtest and utilcom,remove fbt utilcom
548024,stack overflow,Eclipse Project,Platform,SWT,PC,Linux,CLOSED,DUPLICATE,P3,major,stack overflow,stack overflow
548025,Some projects cannot be seen afer update (nightly build),IoT,4DIAC,4DIAC-IDE,PC,Windows 10,CLOSED,FIXED,P3,normal,some projects cannot be seen afer update nightly build,project see afer update nightly build
548026,Test failure reasons are missing stacktraces of AUT's side of exception,Technology,RCPTT,Runtime,PC,Linux,NEW,,P3,normal,test failure reasons are missing stacktraces of auts side of exception,test failure reason miss stacktrace aut side exception
548027,Deploy ecj compiler from 4.12 RC2(I201906051800) and use it for master build,Eclipse Project,Platform,Releng,PC,Windows 7,RESOLVED,WORKSFORME,P3,normal,deploy ecj compiler from 412 rc2i201906051800 and use it for master build,deploy ecj compiler use master build
548028,partial Popups & Fields data in Eclipse Oxygen Frontend,Eclipse Project,Platform,UI,PC,Windows 10,RESOLVED,NOT_ECLIPSE,P3,normal,partial popups fields data in eclipse oxygen frontend,partial popup field datum eclipse oxygen frontend
548029,[Diagram] Some helper advices are not found,Modeling,Papyrus,Diagram,All,All,RESOLVED,FIXED,P3,normal,diagram some helper advices are not found,diagram helper advice find
548031,The viewpoint selection wizard is not internationalized,Modeling,Sirius,Core,PC,Linux,CLOSED,FIXED,P3,normal,the viewpoint selection wizard is not internationalized,viewpoint selection wizard internationalize
548032,[Model2Doc] The label of the element must not contains the name of the metaclass neither the applied stereotype,Modeling,Papyrus,Model2Doc,PC,Windows 7,CLOSED,FIXED,P3,normal,model2doc the label of the element must not contains the name of the metaclass neither the applied stereotype,label element must contain name metaclass neither apply stereotype
548033,[release] technology.jgit 5.4.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,RESOLVED,FIXED,P3,normal,release technologyjgit 540,release technologyjgit
548034,[release] technology.egit 5.4.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,RESOLVED,FIXED,P3,normal,release technologyegit 540,release technologyegit
548035,Create eclipse/codewind-installer repository,Eclipse Foundation,Community,GitHub,PC,Mac OS X,CLOSED,FIXED,P3,normal,create eclipsecodewindinstaller repository,create eclipsecodewindinstaller repository
548036,[release] tools.ptp 9.3.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,RESOLVED,FIXED,P3,normal,release toolsptp 930,release toolsptp
548037,.cpp code of custom FB turns vars in CASE to uppercase vars,IoT,4DIAC,4DIAC-IDE,PC,Windows 10,CLOSED,FIXED,P3,major,cpp code of custom fb turns vars in case to uppercase vars,cpp code custom fb turn var case uppercase var
548038,"Every ""Update Type"" of custom FBs deletes all constants on the inputs",IoT,4DIAC,4DIAC-IDE,PC,Windows 10,CLOSED,FIXED,P3,normal,every update type of custom fbs deletes all constants on the inputs,every update type custom fbs delete constant input
548039,Search doesn't work as expected on the Eclipse Marketplace,Eclipse Foundation,Community,Marketplace,PC,Mac OS X,NEW,,P3,normal,search doesnt work as expected on the eclipse marketplace,search do not work expect eclipse marketplace
548040,Search doesn't work as expected on the Eclipse Marketplace,Eclipse Foundation,Community,Marketplace,PC,Mac OS X,CLOSED,DUPLICATE,P3,normal,search doesnt work as expected on the eclipse marketplace,search do not work expect eclipse marketplace
548041,[SourceEditor] Content assist auto-activation fails in StatET 4.0 /eclipse 2018-12,Science,Statet,R IDE,PC,Windows 7,CLOSED,FIXED,P3,normal,sourceeditor content assist autoactivation fails in statet 40 eclipse 201812,sourceeditor content assist autoactivation fail statet eclipse
548042,[Umbrella] Improve Eclipse Preferences UI Consistency and Design,Eclipse Project,Platform,IDE,PC,All,CLOSED,MOVED,P3,enhancement,umbrella improve eclipse preferences ui consistency and design,umbrella improve eclipse preference ui consistency design
548043,OSSRH setup for project EclipseLink at ci-staging.eclipse.org,Eclipse Foundation,Community,CI-Jenkins,PC,Linux,CLOSED,FIXED,P3,normal,ossrh setup for project eclipselink at cistagingeclipseorg,ossrh setup project eclipselink cistagingeclipseorg
548044,Preferences context produces unclear exceptions in AUT's error log,Technology,RCPTT,Runtime,PC,Linux,NEW,,P3,normal,preferences context produces unclear exceptions in auts error log,preference context produce unclear exception aut error log
548045,"[Preferences] Theme description seems editable, but isin't (Flashing Cursor)",Eclipse Project,Platform,IDE,PC,Linux,CLOSED,DUPLICATE,P3,normal,preferences theme description seems editable but isint flashing cursor,preference theme description seem editable isint flash cursor
