bugID,sd,cl,pd,co,rp,os,bs,rs,pr,bsr,clean_description
547997,EModelService findElement methods do not find shared elements of MWindow,Eclipse Project,Platform,UI,PC,All,RESOLVED,FIXED,P3,major,emodelservice findelement methods do not find shared elements of mwindow
547998,[GTK3] Bottom scrollbar arrow does nothing on click,Eclipse Project,Platform,SWT,PC,Linux,CLOSED,WONTFIX,P3,normal,gtk3 bottom scrollbar arrow does nothing on click
547999,I cant' install eclpse,Eclipse Project,Platform,User Assistance,PC,Windows 7,CLOSED,WONTFIX,P3,normal,i cant install eclpse
548000,[release] technology.swtbot 2.8.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,RESOLVED,FIXED,P3,normal,release technologyswtbot 280
548001,[release] webtools 3.14.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,RESOLVED,FIXED,P3,normal,release webtools 3140
548002,For each conversion doesn't work for collections,Eclipse Project,JDT,UI,PC,Linux,VERIFIED,FIXED,P3,normal,for each conversion doesnt work for collections
548003,Content assist inside of specific lambdas results in NullPointerException,Eclipse Project,JDT,Core,All,All,NEW,,P3,normal,content assist inside of specific lambdas results in nullpointerexception
548004,Show/hide mode: node labels moves when made hidden or visible,Modeling,Sirius,Diagram,PC,Windows 10,NEW,,P3,normal,showhide mode node labels moves when made hidden or visible
548006,Add support to reset reordering,Technology,NatTable,Core,PC,Windows 10,CLOSED,FIXED,P3,enhancement,add support to reset reordering
548007,[release] tools.cdt 9.8.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,RESOLVED,FIXED,P3,normal,release toolscdt 980
548008,Platform Help should use SVGs instead of pixel graphics,Eclipse Project,Platform,Doc,All,All,VERIFIED,FIXED,P3,normal,platform help should use svgs instead of pixel graphics
548009,Create eclipse/codewind-che-plugin repository,Eclipse Foundation,Community,GitHub,PC,Mac OS X,CLOSED,FIXED,P3,normal,create eclipsecodewindcheplugin repository
548010,Qt projects don't work out of the box,Tools,CDT,cdt-qt,PC,Linux,RESOLVED,FIXED,P3,normal,qt projects dont work out of the box
548011,[release] tools.linuxtools 7.3.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,RESOLVED,FIXED,P3,normal,release toolslinuxtools 730
548012,[release] polarsys.polarsys.opencert 1.0.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,CLOSED,WONTFIX,P3,normal,release polarsyspolarsysopencert 100
548016,Remove function TIME(),IoT,4DIAC,FORTE,PC,Linux,CLOSED,FIXED,P3,normal,remove function time
548017,Reduce contention in BundleLoaderSources.getPackageSource(),Eclipse Project,Equinox,Framework,PC,Mac OS X,RESOLVED,FIXED,P3,normal,reduce contention in bundleloadersourcesgetpackagesource
548018,Container launch targets may disappear after removing then restoring connection,Tools,CDT,cdt-build,PC,Linux,RESOLVED,FIXED,P3,normal,container launch targets may disappear after removing then restoring connection
548019,Move I-builds to R4_12_maintenance branch,Eclipse Project,Platform,Releng,PC,Windows 7,RESOLVED,FIXED,P3,normal,move ibuilds to r412maintenance branch
548020,Create R4_12_maintenance branch from 4.12RC2,Eclipse Project,Platform,Releng,PC,Windows 7,RESOLVED,FIXED,P3,normal,create r412maintenance branch from 412rc2
548021,Update parent pom and target SDK deployments jobs to use R4_12_maintenance,Eclipse Project,Platform,Releng,PC,Windows 7,RESOLVED,FIXED,P3,normal,update parent pom and target sdk deployments jobs to use r412maintenance
548023,Remove FBTest and util.com,IoT,4DIAC,4DIAC-IDE,PC,Linux,CLOSED,FIXED,P3,normal,remove fbtest and utilcom
548024,stack overflow,Eclipse Project,Platform,SWT,PC,Linux,CLOSED,DUPLICATE,P3,major,stack overflow
548025,Some projects cannot be seen afer update (nightly build),IoT,4DIAC,4DIAC-IDE,PC,Windows 10,CLOSED,FIXED,P3,normal,some projects cannot be seen afer update nightly build
548026,Test failure reasons are missing stacktraces of AUT's side of exception,Technology,RCPTT,Runtime,PC,Linux,NEW,,P3,normal,test failure reasons are missing stacktraces of auts side of exception
548027,Deploy ecj compiler from 4.12 RC2(I201906051800) and use it for master build,Eclipse Project,Platform,Releng,PC,Windows 7,RESOLVED,WORKSFORME,P3,normal,deploy ecj compiler from 412 rc2i201906051800 and use it for master build
548028,partial Popups & Fields data in Eclipse Oxygen Frontend,Eclipse Project,Platform,UI,PC,Windows 10,RESOLVED,NOT_ECLIPSE,P3,normal,partial popups fields data in eclipse oxygen frontend
548029,[Diagram] Some helper advices are not found,Modeling,Papyrus,Diagram,All,All,RESOLVED,FIXED,P3,normal,diagram some helper advices are not found
548031,The viewpoint selection wizard is not internationalized,Modeling,Sirius,Core,PC,Linux,CLOSED,FIXED,P3,normal,the viewpoint selection wizard is not internationalized
548032,[Model2Doc] The label of the element must not contains the name of the metaclass neither the applied stereotype,Modeling,Papyrus,Model2Doc,PC,Windows 7,CLOSED,FIXED,P3,normal,model2doc the label of the element must not contains the name of the metaclass neither the applied stereotype
548033,[release] technology.jgit 5.4.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,RESOLVED,FIXED,P3,normal,release technologyjgit 540
548034,[release] technology.egit 5.4.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,RESOLVED,FIXED,P3,normal,release technologyegit 540
548035,Create eclipse/codewind-installer repository,Eclipse Foundation,Community,GitHub,PC,Mac OS X,CLOSED,FIXED,P3,normal,create eclipsecodewindinstaller repository
548036,[release] tools.ptp 9.3.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,RESOLVED,FIXED,P3,normal,release toolsptp 930
548037,.cpp code of custom FB turns vars in CASE to uppercase vars,IoT,4DIAC,4DIAC-IDE,PC,Windows 10,CLOSED,FIXED,P3,major,cpp code of custom fb turns vars in case to uppercase vars
548038,"Every ""Update Type"" of custom FBs deletes all constants on the inputs",IoT,4DIAC,4DIAC-IDE,PC,Windows 10,CLOSED,FIXED,P3,normal,every update type of custom fbs deletes all constants on the inputs
548039,Search doesn't work as expected on the Eclipse Marketplace,Eclipse Foundation,Community,Marketplace,PC,Mac OS X,NEW,,P3,normal,search doesnt work as expected on the eclipse marketplace
548040,Search doesn't work as expected on the Eclipse Marketplace,Eclipse Foundation,Community,Marketplace,PC,Mac OS X,CLOSED,DUPLICATE,P3,normal,search doesnt work as expected on the eclipse marketplace
548041,[SourceEditor] Content assist auto-activation fails in StatET 4.0 /eclipse 2018-12,Science,Statet,R IDE,PC,Windows 7,CLOSED,FIXED,P3,normal,sourceeditor content assist autoactivation fails in statet 40 eclipse 201812
548042,[Umbrella] Improve Eclipse Preferences UI Consistency and Design,Eclipse Project,Platform,IDE,PC,All,CLOSED,MOVED,P3,enhancement,umbrella improve eclipse preferences ui consistency and design
548043,OSSRH setup for project EclipseLink at ci-staging.eclipse.org,Eclipse Foundation,Community,CI-Jenkins,PC,Linux,CLOSED,FIXED,P3,normal,ossrh setup for project eclipselink at cistagingeclipseorg
548044,Preferences context produces unclear exceptions in AUT's error log,Technology,RCPTT,Runtime,PC,Linux,NEW,,P3,normal,preferences context produces unclear exceptions in auts error log
548045,"[Preferences] Theme description seems editable, but isin't (Flashing Cursor)",Eclipse Project,Platform,IDE,PC,Linux,CLOSED,DUPLICATE,P3,normal,preferences theme description seems editable but isint flashing cursor
548046,"[Preferences] Theme description seems editable, but isin't (Flashing Cursor)",Eclipse Project,Platform,IDE,PC,Linux,CLOSED,DUPLICATE,P3,normal,preferences theme description seems editable but isint flashing cursor
548047,"[Preferences] Colors and Fonts descriptions seem editable, but are not (Flashing Cursor)",Eclipse Project,Platform,UI,PC,All,CLOSED,DUPLICATE,P3,normal,preferences colors and fonts descriptions seem editable but are not flashing cursor
548048,"[Preferences]  Label Decoration description appears to be editable, but is not (Flashing Cursor)",Eclipse Project,Platform,UI,PC,All,CLOSED,DUPLICATE,P3,normal,preferences label decoration description appears to be editable but is not flashing cursor
548049,[proposal] technology.repairnator,Eclipse Foundation,Community,Proposals and Reviews,PC,Windows 10,NEW,,P3,normal,proposal technologyrepairnator
548050,[mentors] Mentor required for Eclipse Repairnator,Eclipse Foundation,Community,Architecture Council,PC,Windows 10,RESOLVED,FIXED,P3,normal,mentors mentor required for eclipse repairnator
548051,[trademark] Trademark approval required for Eclipse Repairnator,Eclipse Foundation,Community,EMO Approvals,PC,Windows 10,RESOLVED,FIXED,P3,normal,trademark trademark approval required for eclipse repairnator
548052,Provide a NOW_MONOTONIC function for systems with no sense of real time,IoT,4DIAC,FORTE,All,All,CLOSED,FIXED,P3,normal,provide a nowmonotonic function for systems with no sense of real time
548053,"[Preferences] Add color preview in ""Appearance Color Options"" table + Inline editing of colors",WebTools,Web Tools,General,PC,All,CLOSED,DUPLICATE,P3,normal,preferences add color preview in appearance color options table inline editing of colors
548054,Assign Agent Resource Pack to Project,Eclipse Foundation,Community,CI-Jenkins,All,Linux,CLOSED,FIXED,P3,blocker,assign agent resource pack to project
548055,RPATHs on AIX,Technology,openj9,General,PC,Windows 10,RESOLVED,FIXED,P3,normal,rpaths on aix
548056,"[GTK][Preferences] Add space between ""Show whitespace characters"" and ""(configure visiblity)""",Eclipse Project,Platform,SWT,PC,Linux,VERIFIED,FIXED,P3,normal,gtkpreferences add space between show whitespace characters and configure visiblity
548057,[Preferences] Add Color Previews in 'Appearance color options' table on 'Text Editors' preference page,Eclipse Project,Platform,UI,PC,All,VERIFIED,FIXED,P3,enhancement,preferences add color previews in appearance color options table on text editors preference page
548058,Incremental QuickAccess providers,Eclipse Project,Platform,UI,All,All,RESOLVED,FIXED,P3,enhancement,incremental quickaccess providers
548059,"[Preferences] Improve page layout of ""Annotations"" page",Eclipse Project,Platform,Text,PC,All,CLOSED,DUPLICATE,P3,normal,preferences improve page layout of annotations page
548060,[Preferences] Improve positioning of widgets on Annotations page,Eclipse Project,Platform,Text,PC,All,VERIFIED,FIXED,P3,normal,preferences improve positioning of widgets on annotations page
548061,"[Preferences] Add inline table editing for ""Task Tags""",Eclipse Project,JDT,UI,PC,All,CLOSED,DUPLICATE,P3,enhancement,preferences add inline table editing for task tags
548062,Resources view separator not thin,Tools,Tracecompass,LTTng,PC,Linux,RESOLVED,FIXED,P3,normal,resources view separator not thin
548063,ToolTipString has potential NPEs,Tools,Tracecompass,TMF,PC,Linux,RESOLVED,FIXED,P3,normal,tooltipstring has potential npes
548064,Move NoSQL to Eclipse EE4J Organization,Eclipse Foundation,Community,GitHub,PC,Linux,CLOSED,FIXED,P3,normal,move nosql to eclipse ee4j organization
548065,Create eclipse/codewind-openapi-vscode repository,Eclipse Foundation,Community,GitHub,PC,Mac OS X,CLOSED,FIXED,P3,normal,create eclipsecodewindopenapivscode repository
548066,Create eclipse/codewind-openapi-eclipse repository,Eclipse Foundation,Community,GitHub,PC,Mac OS X,CLOSED,FIXED,P3,normal,create eclipsecodewindopenapieclipse repository
548068,"[Preferences] Add inline table editing for ""Keys"" preference page",Eclipse Project,Platform,UI,PC,All,CLOSED,DUPLICATE,P3,enhancement,preferences add inline table editing for keys preference page
548069,Modular Java: Correct type resolving for Javadoc in module-info files,Eclipse Project,JDT,Core,PC,Windows 10,ASSIGNED,,P3,normal,modular java correct type resolving for javadoc in moduleinfo files
548070,"[Preferences] Allow inline table editing for Modifier Keys in ""Hyperlinking"" preferences page",Eclipse Project,Platform,Text,PC,All,CLOSED,DUPLICATE,P3,enhancement,preferences allow inline table editing for modifier keys in hyperlinking preferences page
548071,[Preferences] Improve tab display/organization for SSH2 preferences page,Eclipse Project,Platform,Team,PC,All,CLOSED,WONTFIX,P3,normal,preferences improve tab displayorganization for ssh2 preferences page
548072,[Regression] Git-based comparison fails,Modeling,EMF.Diffmerge,Core,PC,Windows 7,RESOLVED,FIXED,P3,normal,regression gitbased comparison fails
548073,Git connector does not compile against EGit 5.4.0,Modeling,EMF.Diffmerge,Core,PC,Windows 7,RESOLVED,FIXED,P3,normal,git connector does not compile against egit 540
548074,Build executors for 'codewind' are offline/suspended,Eclipse Foundation,Community,CI-Jenkins,All,Linux,CLOSED,FIXED,P3,blocker,build executors for codewind are offlinesuspended
548075,Ability to control if bundles are activated in parallel,Eclipse Project,Equinox,Framework,PC,Mac OS X,RESOLVED,FIXED,P3,normal,ability to control if bundles are activated in parallel
548076,Create eclipse/codewind-filewatchers repository,Eclipse Foundation,Community,GitHub,PC,Mac OS X,CLOSED,FIXED,P3,normal,create eclipsecodewindfilewatchers repository
548077,GitHub Pull Request Builder Plugin for Dartboard,Eclipse Foundation,Community,CI-Jenkins,PC,Linux,CLOSED,FIXED,P3,normal,github pull request builder plugin for dartboard
548079,Git Reflog view is unnecessarily expensive,Technology,EGit,UI,PC,Windows 10,RESOLVED,FIXED,P3,normal,git reflog view is unnecessarily expensive
548080,Add Apache MINA sshd-putty 2.2.0 to Orbit,Tools,Orbit,bundles,All,All,RESOLVED,FIXED,P3,enhancement,add apache mina sshdputty 220 to orbit
548081,TransportHttpTest.testProcessResponseCookies fails with FileNotFoundException,Technology,JGit,JGit,PC,Linux,RESOLVED,FIXED,P3,normal,transporthttptesttestprocessresponsecookies fails with filenotfoundexception
548083,Add ranking to REST API,Eclipse Foundation,Community,Marketplace,All,All,CLOSED,MOVED,P3,normal,add ranking to rest api
548085,Investigate the impact of platform's plans for deleting deprecated API,Modeling,Sirius,Core,All,All,CLOSED,FIXED,P3,normal,investigate the impact of platforms plans for deleting deprecated api
548086,[9] improve error message when trying to export a foreign package,Eclipse Project,JDT,Core,All,All,VERIFIED,FIXED,P3,normal,9 improve error message when trying to export a foreign package
548087,"Can't use the project name ""GolfCartEnabler""",Tools,CDT,cdt-arduino,PC,Linux,CLOSED,WONTFIX,P3,normal,cant use the project name golfcartenabler
548088,Setting to disable tab title truncation,Eclipse Project,Platform,IDE,PC,Mac OS X,CLOSED,WONTFIX,P3,normal,setting to disable tab title truncation
548089,[R-DataEditor] Data Viewer loses data when paging extremely large data.table,Science,Statet,R IDE,PC,Windows 10,CLOSED,FIXED,P3,normal,rdataeditor data viewer loses data when paging extremely large datatable
548090,Program crashes upon making a correction to a line that won't go away,Eclipse Project,Platform,Text,PC,Windows 10,RESOLVED,WORKSFORME,P3,blocker,program crashes upon making a correction to a line that wont go away
548091,some errors in maths,Eclipse Project,JDT,Core,PC,Windows 7,VERIFIED,NOT_ECLIPSE,P3,major,some errors in maths
548092,"The class file is large (code 1600 lines), causing it to not format properly",Eclipse Project,JDT,Core,PC,Windows 10,NEW,,P3,major,the class file is large code 1600 lines causing it to not format properly
548093,"Error ""server seems to be temporarily unavailable"" when downloading a file",RT,RAP,Website,PC,Windows 10,NEW,,P3,normal,error server seems to be temporarily unavailable when downloading a file
548094,NullPointerException in CompImplSync,Modeling,Papyrus,Designer,PC,Windows 10,RESOLVED,FIXED,P3,normal,nullpointerexception in compimplsync
548095,FormLayout: Preference page initialize error,Eclipse Foundation,z_Archived,WindowBuilder,PC,Mac OS X,RESOLVED,FIXED,P3,normal,formlayout preference page initialize error
548097,[13] Allow JDT to target Java 13 in compiler preferences,Eclipse Project,JDT,UI,All,All,RESOLVED,FIXED,P3,enhancement,13 allow jdt to target java 13 in compiler preferences
548098,[13] Buttons for JDT UI and Core Root Bugs in Bugzilla Script,Eclipse Project,JDT,UI,All,All,RESOLVED,FIXED,P3,enhancement,13 buttons for jdt ui and core root bugs in bugzilla script
548099,[proposal] ee4j.cargotracker,Eclipse Foundation,Community,Proposals and Reviews,PC,Windows 10,RESOLVED,FIXED,P3,normal,proposal ee4jcargotracker
548100,[mentors] Mentor required for Eclipse Cargo Tracker - Jakarta EE DDD Blueprints,Eclipse Foundation,Community,Architecture Council,PC,Windows 10,RESOLVED,FIXED,P3,normal,mentors mentor required for eclipse cargo tracker jakarta ee ddd blueprints
548101,[trademark] Trademark approval required for Eclipse Cargo Tracker,Eclipse Foundation,Community,EMO Approvals,PC,Windows 10,RESOLVED,FIXED,P3,normal,trademark trademark approval required for eclipse cargo tracker
548102,[license] Alternative licensing approval for Eclipse Cargo Tracker,Eclipse Foundation,Community,EMO Approvals,PC,Windows 10,RESOLVED,FIXED,P3,normal,license alternative licensing approval for eclipse cargo tracker
548103,Arrowhead Documentation missing,IoT,4DIAC,4DIAC-IDE,PC,Windows 10,CLOSED,FIXED,P3,normal,arrowhead documentation missing
548104,[proposal] ee4j.bean-validation,Eclipse Foundation,Community,Proposals and Reviews,PC,Windows 10,RESOLVED,FIXED,P3,normal,proposal ee4jbeanvalidation
548105,[trademark] Trademark approval required for Jakarta Bean Validation,Eclipse Foundation,Community,EMO Approvals,PC,Windows 10,RESOLVED,FIXED,P3,normal,trademark trademark approval required for jakarta bean validation
548106,[license] Alternative licensing approval for Jakarta Bean Validation (Apache 2.0),Eclipse Foundation,Community,EMO Approvals,PC,Windows 10,RESOLVED,FIXED,P3,normal,license alternative licensing approval for jakarta bean validation apache 20
548107,[mentor] Mentor required for Jakarta Bean Validation,Eclipse Foundation,Community,Architecture Council,PC,Windows 10,RESOLVED,FIXED,P3,normal,mentor mentor required for jakarta bean validation
548108,No longer a committer,Eclipse Foundation,Community,My Account,PC,Linux,CLOSED,FIXED,P3,normal,no longer a committer
548109,TemplatesView should adapt to IContributedContentsView,Eclipse Project,Platform,Text,PC,Windows 7,RESOLVED,FIXED,P3,normal,templatesview should adapt to icontributedcontentsview
548110,Platform JIPP - All available display numbers are allocated or blacklisted,Eclipse Foundation,Community,CI-Jenkins,PC,CentOS,CLOSED,FIXED,P3,major,platform jipp all available display numbers are allocated or blacklisted
548111,[Preferences] Allow inline table editing for Network Connections page,Eclipse Project,Platform,Team,PC,All,CLOSED,DUPLICATE,P3,enhancement,preferences allow inline table editing for network connections page
548112,[Passage] provide ability to create license plan from issue license wizard,Technology,Passage,General,All,All,RESOLVED,FIXED,P3,normal,passage provide ability to create license plan from issue license wizard
548113,[Passage] provide ability to create user from issue license wizard,Technology,Passage,Operator,All,All,RESOLVED,FIXED,P3,normal,passage provide ability to create user from issue license wizard
548114,"[Preferences] ""Restore Defaults"" doesn't work on the Network Connections page",Eclipse Project,Platform,Team,PC,All,CLOSED,DUPLICATE,P3,normal,preferences restore defaults doesnt work on the network connections page
548115,[Passage] provide ability to create product version from issue license wizard,Technology,Passage,Operator,All,All,RESOLVED,FIXED,P3,normal,passage provide ability to create product version from issue license wizard
548116,"[Preferences] Description box in ""Hovers"" tab appears to be editable, but isn't",WebTools,Web Tools,General,PC,All,CLOSED,DUPLICATE,P3,normal,preferences description box in hovers tab appears to be editable but isnt
548117,[Passage] fix codec not found error,Technology,Passage,General,PC,Windows 10,RESOLVED,FIXED,P3,normal,passage fix codec not found error
548118,[Preferences] Capabilities Description appears to be editable but is not (Flashing Cursor),Eclipse Project,Platform,UI,PC,All,CLOSED,DUPLICATE,P3,normal,preferences capabilities description appears to be editable but is not flashing cursor
548119,Eclipse Platform bugzilla permissions,Eclipse Foundation,Community,Bugzilla,PC,Linux,RESOLVED,FIXED,P3,normal,eclipse platform bugzilla permissions
548120,Assume that projects provisioned on GitHub do not require a Bugzilla product,Eclipse Foundation,Community,Process,PC,Linux,NEW,,P3,normal,assume that projects provisioned on github do not require a bugzilla product
548121,EGit does not work with additional private ssh keys under windows with MINA.,Technology,EGit,Core,PC,Windows 7,RESOLVED,FIXED,P3,normal,egit does not work with additional private ssh keys under windows with mina
548122,[CSS] Some selectors aren't correctly formatted,WebTools,WTP Source Editing,wst.css,PC,Windows 10,NEW,,P3,normal,css some selectors arent correctly formatted
548123,Requesting temporary admin permissions on github repo to satisfy legal requirements,Eclipse Foundation,Community,GitHub,PC,Linux,RESOLVED,FIXED,P3,normal,requesting temporary admin permissions on github repo to satisfy legal requirements
548124,[editor] Collapse copyright header,Modeling,eTrice,UserInterface,PC,Windows 10,RESOLVED,FIXED,P3,normal,editor collapse copyright header
548126,Assign Resource Packs to JGit and EGit JIPPs on Jiro,Eclipse Foundation,Community,CI-Jenkins,PC,Mac OS X,CLOSED,FIXED,P3,normal,assign resource packs to jgit and egit jipps on jiro
548127,Single line within block crashes eclipse program,Eclipse Project,Platform,Text,PC,Windows 10,CLOSED,DUPLICATE,P3,normal,single line within block crashes eclipse program
548128,SWTBot Nattable extension should not depend on Eclipse,Technology,SWTBot,SWTBot,All,All,NEW,,P3,normal,swtbot nattable extension should not depend on eclipse
548129,[HTTP] PATH and http response aren't well parsed,IoT,4DIAC,FORTE,PC,Windows 10,CLOSED,FIXED,P3,normal,http path and http response arent well parsed
548131,hipp3 seems to be offline,Eclipse Foundation,Community,CI-Jenkins,PC,Mac OS X,RESOLVED,FIXED,P3,normal,hipp3 seems to be offline
548132,Signed-Off button selection in Git staging view not persisted,Technology,EGit,UI,PC,Linux,NEW,,P3,normal,signedoff button selection in git staging view not persisted
548133,Run and Debug configurations disappear from Quick Access,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,run and debug configurations disappear from quick access
548134,[Down] JIPP Help for Capella,Eclipse Foundation,Community,CI-Jenkins,PC,Windows NT,CLOSED,FIXED,P1,blocker,down jipp help for capella
548135,[Model2Doc] The user must be able to define authors for the generated document,Modeling,Papyrus,Model2Doc,PC,Windows 7,CLOSED,FIXED,P3,normal,model2doc the user must be able to define authors for the generated document
548136,Changes of my last name not synched to bugzilla,Eclipse Foundation,Community,Bugzilla,All,All,CLOSED,FIXED,P3,major,changes of my last name not synched to bugzilla
548137,Platform.getBundle( Constants.SYSTEM_BUNDLE_SYMBOLICNAME ) returns null,Eclipse Project,Platform,Runtime,PC,Windows 7,RESOLVED,FIXED,P3,normal,platformgetbundle constantssystembundlesymbolicname returns null
548138,Implement virtual method does not work,Tools,CDT,cdt-refactoring,PC,Linux,RESOLVED,FIXED,P3,normal,implement virtual method does not work
548139,Remove BREE from non-Java bundles,Eclipse Project,PDE,API Tools,All,All,VERIFIED,FIXED,P3,normal,remove bree from nonjava bundles
548140,[win32][StyledText] Hieroglyph causes preceding spaces to change size,Eclipse Project,Platform,SWT,PC,Windows 10,NEW,,P3,normal,win32styledtext hieroglyph causes preceding spaces to change size
548141,Project Code Analysis launching settings cannot be overriden by individual problem settings,Tools,CDT,cdt-codan,PC,Linux,RESOLVED,FIXED,P3,normal,project code analysis launching settings cannot be overriden by individual problem settings
548144,Reword commit dialog - Use verbs instead of OK,Technology,EGit,UI,PC,Linux,RESOLVED,FIXED,P3,enhancement,reword commit dialog use verbs instead of ok
548145,Horizontal scrollbar never appears in FormPage editor part,Eclipse Project,Platform,UI,PC,All,CLOSED,WONTFIX,P3,normal,horizontal scrollbar never appears in formpage editor part
548146,[Wayland] Can't show context menu in history diff viewer,Technology,EGit,UI,PC,Linux,CLOSED,INVALID,P3,normal,wayland cant show context menu in history diff viewer
548147,[SequenceDiagram][Model2Doc] NullPointerException exporting Sequence Diagram,Modeling,Papyrus,Diagram,PC,Windows 7,RESOLVED,FIXED,P3,normal,sequencediagrammodel2doc nullpointerexception exporting sequence diagram
548148,Trace Compass JIPP is offline,Eclipse Foundation,Community,CI-Jenkins,PC,Linux,CLOSED,FIXED,P3,blocker,trace compass jipp is offline
548149,Allow min/max date to show the allowed range in the Calendar and to limit wrong selection,Eclipse Foundation,z_Archived,Nebula,PC,Windows 10,RESOLVED,FIXED,P3,normal,allow minmax date to show the allowed range in the calendar and to limit wrong selection
548150,[SequenceDiagram] Expection during the redo of an Asynch Message creation,Modeling,Papyrus,Diagram,PC,Windows 7,RESOLVED,FIXED,P3,normal,sequencediagram expection during the redo of an asynch message creation
548151,Layout problem with Today and None button on Calendar Combo Composite,Eclipse Foundation,z_Archived,Nebula,PC,Windows 10,CLOSED,WONTFIX,P3,normal,layout problem with today and none button on calendar combo composite
548152,Coloring of line break indicator is inconsistent/incorrect,Eclipse Project,Platform,Text,PC,Mac OS X,REOPENED,,P3,trivial,coloring of line break indicator is inconsistentincorrect
548153,[RJ-Servi] Add validation when loading RServiNodeConfig from REnvConfiguration,Science,Statet,RJ,All,All,CLOSED,FIXED,P3,enhancement,rjservi add validation when loading rservinodeconfig from renvconfiguration
548154,use pomless builds where possible,Eclipse Project,PDE,API Tools,PC,Windows 10,VERIFIED,FIXED,P3,normal,use pomless builds where possible
548155,Omitting worspace/symbol query param raises error in language server,Technology,lsp4e,General,All,All,RESOLVED,FIXED,P3,normal,omitting worspacesymbol query param raises error in language server
548156,Cookie consent pop up shows up on every Wiki page load,Eclipse Foundation,Community,Wiki,PC,Mac OS X,CLOSED,DUPLICATE,P3,normal,cookie consent pop up shows up on every wiki page load
548158,"""Switch To"" becomes disabled for submodule in Project Explorer",Technology,EGit,Core,PC,Mac OS X,RESOLVED,FIXED,P3,normal,switch to becomes disabled for submodule in project explorer
548159,StyledTextTextProperty doesn't work with StyledString,Eclipse Project,Platform,UI,All,All,CLOSED,WONTFIX,P3,normal,styledtexttextproperty doesnt work with styledstring
548160,[Releng] SSH agent write permission to promote,Technology,XWT,Releng,PC,Windows 7,RESOLVED,FIXED,P3,normal,releng ssh agent write permission to promote
548161,[Releng] SSH agent write permission to promote,Eclipse Foundation,Community,CI-Jenkins,PC,Windows 7,CLOSED,FIXED,P3,normal,releng ssh agent write permission to promote
548162,Add support for reading/writing measurement data over REST API,Automotive,MDMBL,General,All,All,CLOSED,FIXED,P3,normal,add support for readingwriting measurement data over rest api
548163,LegacyRenderer should handle NPE,Modeling,ECP,EMF Forms,PC,Linux,CLOSED,FIXED,P3,normal,legacyrenderer should handle npe
548164,Allow sort customization,Modeling,ECP,EMF Forms,PC,Linux,CLOSED,FIXED,P3,normal,allow sort customization
548165,Severity of MultiStatus not correctly initialized,Science,Statet,General,All,All,CLOSED,FIXED,P3,major,severity of multistatus not correctly initialized
548166,Mailing list subscription not accepted,Eclipse Foundation,Community,MailingLists,Other,Windows 10,RESOLVED,FIXED,P3,critical,mailing list subscription not accepted
548167,"[Preferences] Add inline editing of colors in ""Appearance Color Options"" table",WebTools,Web Tools,General,PC,Linux,CLOSED,DUPLICATE,P3,normal,preferences add inline editing of colors in appearance color options table
548168,"[Preferences] Add color preview in ""Appearance Color Options"" table",WebTools,WTP Source Editing,wst.sse,PC,Linux,RESOLVED,FIXED,P3,normal,preferences add color preview in appearance color options table
548169,Remove special handing of SWT.SEARCH in Platform UI,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,remove special handing of swtsearch in platform ui
548170,"Hide ""Rebase sucessfull"" dialog by default",Technology,EGit,UI,PC,Linux,RESOLVED,FIXED,P3,enhancement,hide rebase sucessfull dialog by default
548171,[win32] 4.13 I build failure due to SWT native build failure,Eclipse Project,Platform,SWT,PC,All,VERIFIED,FIXED,P3,blocker,win32 413 i build failure due to swt native build failure
548172,Integrate new build scripts developed in bug 541301,Eclipse Project,Platform,Releng,PC,Windows 7,CLOSED,FIXED,P3,normal,integrate new build scripts developed in bug 541301
548173,[Tips] Tips dialog not shown when specifying -Dorg.eclipse.tips.startup.default=dialog,Eclipse Project,Platform,User Assistance,PC,Linux,RESOLVED,FIXED,P3,normal,tips tips dialog not shown when specifying dorgeclipsetipsstartupdefaultdialog
548174,"[Passage] User License label should include ""Issue Date"" and ""User""",Technology,Passage,General,All,All,RESOLVED,FIXED,P3,major,passage user license label should include issue date and user
548175,Apibaseline::resolveSystemLibrary should use the latest EE as a fallback,Eclipse Project,PDE,API Tools,PC,Windows 7,RESOLVED,FIXED,P3,normal,apibaselineresolvesystemlibrary should use the latest ee as a fallback
548176,"[Passage] ""Issue License"" wizard selects dates with a wrong month",Technology,Passage,General,All,All,RESOLVED,FIXED,P3,critical,passage issue license wizard selects dates with a wrong month
548178,Switching to EPL 2.0 for BaSyx,Eclipse Foundation,Community,Process,PC,Windows 10,RESOLVED,FIXED,P3,normal,switching to epl 20 for basyx
548179,[Model2Doc] The user must be able to define a version for each generated document structure.,Modeling,Papyrus,Model2Doc,PC,Windows 7,CLOSED,FIXED,P3,normal,model2doc the user must be able to define a version for each generated document structure
